"genotype1_cntrl_rep1","genotype1_cntrl_rep2","genotype1_cntrl_rep3","genotype1_treat_rep1","genotype1_treat_rep2","genotype1_treat_rep3","genotype2_cntrl_rep1","genotype2_cntrl_rep2","genotype2_cntrl_rep3","genotype2_treat_rep1","genotype2_treat_rep2","genotype2_treat_rep3","genotype3_cntrl_rep1","genotype3_cntrl_rep2","genotype3_cntrl_rep3","genotype3_treat_rep1","genotype3_treat_rep2","genotype3_treat_rep3","genotype4_cntrl_rep1","genotype4_cntrl_rep2","genotype4_cntrl_rep3","genotype4_treat_rep1","genotype4_treat_rep2","genotype4_treat_rep3","genotype5_cntrl_rep1","genotype5_cntrl_rep2","genotype5_cntrl_rep3","genotype5_treat_rep1","genotype5_treat_rep2","genotype5_treat_rep3","genotype6_cntrl_rep1","genotype6_cntrl_rep2","genotype6_cntrl_rep3","genotype6_treat_rep1","genotype6_treat_rep2","genotype6_treat_rep3"
"gene-LOC124190464",90.9499389852396,90.3428567879388,77.9235814568593,92.1859397441735,87.8000712559256,82.5179652679872,118.843431063526,89.8387703860434,113.271306804774,99.7460712760652,106.39333389171,85.237129694811,76.1895944302513,69.3400200763546,48.8256084891458,63.8499837537264,72.3210645660704,66.8050698049356,32.7396542692509,43.6706993213337,54.4793139568573,40.4607262902673,41.1190279883517,42.9262234152533,32.5034313929545,42.3165318202976,35.0941587786312,31.284421958463,27.9585989067389,25.4984217056474,23.7030631942627,28.2321484027434,51.1017864545772,40.8835121662518,32.6977944080064,40.1182485375645
"gene-LOC124190465",3.01158738361721,8.46964282386926,4.4527760832491,2.81483785478392,4.35372254161615,2.0126332992192,0.766731813313071,1.54894431700075,0,0.651935106379511,1.13184397757138,2.00557952223085,3.85770098381019,0,1.35626690247627,1.41888852786059,1.28001884187735,3.81743256028203,1.98422147086369,1.18028917084686,0.99053298103377,1.01151815725668,2.10866810196675,0,20.5284829850239,22.1988363647463,6.32845486172038,4.36526818025065,25.5621475718756,2.89754792109629,3.79249011108204,4.55357232302314,6.38772330682215,1.94683391267866,13.4144797571308,5.01478106719556
"gene-LOC124190466",1220.89752531842,1573.65963667491,1346.96476518285,1641.05046933903,1425.11851195568,1272.99056175614,1009.78579813331,969.639142442468,956.513257462534,1091.99130318568,1293.69766636409,1194.32260548847,1059.90334530185,1150.56056568556,872.079618292243,1203.21747162578,1079.05588370261,1475.43768454901,954.410527485436,1018.58955444084,949.921128811385,1076.25531932111,1194.56047976417,1028.79848785224,744.727743845589,644.459968214041,666.213702715655,688.984827782895,690.976801552261,643.835148067596,668.426382078209,656.625128979936,799.104185683451,680.418452481191,640.541408402998,643.14567186783
"gene-LOC124190467",70.4711447766426,40.6542855545725,82.3763575401084,49.2596624587186,48.6165683813803,66.4168988742336,81.2735722111855,78.9961601670382,116.417731993795,68.4531861698487,74.7017025197111,63.1757549502717,82.9405711519192,72.5651372892084,88.1573486609577,48.2422099472599,66.5609797776223,43.2642356831964,73.4161944219566,84.9808203009737,81.718970935286,82.9444888950479,66.4230452119528,88.7141950581901,27.9415462851714,26.3611181831362,46.0251262670573,46.5628605893403,30.3550502416022,67.8026213536533,71.1091895827882,87.4285886020442,24.9121208966064,56.4581834676811,73.7796386642196,85.2512781423245
"gene-LOC124190468",428.247725950367,347.25535577864,449.730384408159,311.039582953623,378.773861120605,612.846839612246,476.90718788073,407.372355371197,449.938802030074,493.51487552929,415.386739768696,286.797871679011,412.774005267691,370.888479478176,543.184894441747,414.315450135291,311.044578576197,356.293705626323,479.189485213582,403.658896429625,642.3606382004,497.666933370287,433.331294954168,482.920013421599,325.604549568018,310.783709106448,357.270042648033,344.856186239802,197.307826570415,235.280891193019,342.272232525154,315.107204753201,495.048556278717,387.419948623053,228.884560856045,526.552012055534
"gene-LOC124190469",206.59489451614,243.925713327435,239.336714474639,277.965238159912,256.14400953175,269.692862095373,199.350271461399,235.439536184114,187.212298746779,217.094390424377,237.68723528999,236.65838362324,234.355334766469,197.538429287289,189.19923289544,268.169931765651,213.763146593518,258.312936579084,202.390590028097,205.370315727353,225.841519675699,261.983202729481,277.289855408628,231.801606442368,306.786773498413,289.972300014499,304.341147440917,339.035828666134,348.284260666805,320.46880007325,146.958991804429,146.625028801345,157.776765678507,183.002387791794,163.488972040032,162.980384683856
"gene-LOC124190470",710.734622533661,656.67964027733,675.708770633051,715.672524578812,716.187358095856,814.110169534166,673.95726390219,655.203446091316,600.967211103105,698.222498932456,757.203620995253,624.738021174909,681.848648888452,641.798325357887,627.951575846514,727.88981479248,615.689062943007,599.973150724326,671.65896788736,617.291236352906,693.868353214156,743.465845583661,703.240812005913,745.485413311565,977.383884342527,729.093031854636,845.13638107884,743.550680036028,810.000551183807,895.342307618754,702.558793077947,622.928693789565,617.692843769702,692.099455957263,519.81109058882,624.340242865847
"gene-LOC124190471",2742.95378899855,2803.45177470073,2708.40105263627,2683.24418507277,2594.81863480322,2645.60647182364,2213.55474503484,2083.33010636601,1892.57475119643,2271.9938457326,2102.96611032762,2026.63810721427,2077.37197978179,2222.1057596562,1910.30193213783,2227.65498874112,1896.3479142413,2179.75399192104,2263.99669825547,2270.87636470935,2631.84613060673,2429.66661373055,2359.5996061008,2235.74080287777,1726.6735132959,1881.35138191225,2020.50304312382,1522.75105021077,1558.49218477279,1302.15803574067,1851.6832967358,1944.37538193088,2473.96523673222,2500.70816083574,1861.2590663019,2232.83127016882
"gene-LOC124190472",48.7877156145987,60.9814283318587,45.6409548533033,68.9635274422061,58.0496338882153,39.2463493347744,59.8050814384195,65.0556613140314,45.6231652408117,62.5857702124331,46.4056030804266,71.198073039195,42.4347108219121,56.4395512249398,42.7224074280026,31.2155476129329,51.8407630960328,59.8064434444185,41.6686508881375,54.2933018589554,37.1449867887664,47.541353391064,52.7167025491689,56.5195274967501,68.9985122552192,85.3267772769936,57.5314078338217,62.568843916926,71.8935400459,71.8591884431881,50.250493971837,52.8214389470684,55.5731927693527,63.2721021620564,61.2035638919095,53.9088964723523
"gene-LOC124190473",280.679944153124,275.545713203213,330.618624181246,237.853798729241,272.833279274612,320.008694575853,290.591357245654,300.495197498145,314.642518902149,298.586278721816,297.674966101273,212.59142935647,265.216942636951,258.009377028296,315.332054825733,246.886603847742,259.843824901103,269.128995499883,296.641109894122,295.072292711714,348.667609323887,290.305711132668,284.670193765512,308.353371532903,266.870278805311,302.459145469668,300.313948892549,336.853194576009,259.615561276861,318.150761736373,291.073616025546,280.500055098225,270.200695878577,274.503581687691,243.137445597997,282.08143502975
"gene-LOC124190474",2289.4087290258,2860.48070304811,2518.04487507737,2577.68776551838,2311.10104917457,1875.77423487229,1695.2440392352,1490.08443295472,1408.02527208712,1745.23027977795,1780.39057671978,1910.31449492488,2119.8066906037,2043.91803364604,1597.00427766581,1994.95727017198,2088.99074994384,2388.44030521646,1855.24707525755,1757.45057539097,1883.49846343571,1769.14525704194,1734.37951386766,1873.7296520758,6338.7393572646,5721.05635937696,5365.37909458221,5252.14516553824,6102.16391567367,4839.48453781503,2565.619560147,2519.946923561,3206.63710002472,3273.60122416916,2908.42689234293,2679.14678514923
"gene-LOC124190475",6.62549224395785,8.46964282386926,17.8111043329964,14.0741892739196,15.2380288956565,13.0821164449248,26.0688816526444,20.1362761210097,23.5981889176612,20.2099882977648,20.3731915962848,13.0362668945005,7.71540196762039,5.64395512249398,15.5970693784771,14.1888852786059,14.0802072606509,7.63486512056406,21.8264361795006,27.1466509294777,17.334327168091,15.1727723588502,17.9236788667174,23.6094228783893,17.1070691541866,22.8925500011446,30.4916461519255,22.5538855979617,16.7751593440433,31.29351754784,39.8211461663614,32.7857207257666,18.5243975897842,22.3885899958046,27.6673644990824,30.0886864031734
"gene-LOC124190476",534.255601853692,553.349997826125,581.087278864008,609.412395560719,512.2880190635,600.771039816931,483.041042387235,446.095963296215,471.963778353224,531.979046805681,564.790144808118,464.291659396441,482.212622976274,530.531781514434,457.740079585742,496.610984751205,449.286613498951,499.447426636899,514.905471689128,498.082030097374,543.80260658754,582.634458579849,532.438695746606,484.350887535441,436.800499070231,360.037377290729,471.757544237338,357.224446083845,303.550502416022,324.525367162785,459.839425968697,460.821519089941,580.005276259451,547.060329462703,357.998928518429,500.224411452757
"gene-LOC124190477",5.42085729051097,3.3878571295477,4.4527760832491,2.81483785478392,3.62810211801345,9.0568498464864,6.13385450650457,10.8426102190052,17.3053385396182,10.4309617020722,11.3184397757138,5.01394880557712,6.75097672166784,10.4816309417745,9.49386831733391,4.25666558358176,6.40009420938676,6.36238760047005,16.8658825023414,7.08173502508114,15.8485276965403,14.1612542015935,5.27167025491689,17.1704893661013,10.264241492512,13.1805590915681,12.6569097234408,10.1856257539182,6.39053689296889,26.0779312898666,14.2218379165576,22.7678616151157,10.2203572909154,17.5215052141079,15.0912897267722,15.0443432015867
"gene-LOC124190478",398.131852114195,301.519284529746,429.692892033538,301.18765046188,381.676342815015,364.286627158675,431.670010895259,470.879072368227,525.453006566589,483.735848933597,335.025817361128,380.057319462745,402.165327562213,483.767581928056,426.545940828788,330.601026991516,466.566867864295,461.273101034079,457.363049034081,435.52670404249,433.358179202274,410.676371846213,429.113958750235,480.773702250836,176.773047926595,362.812231836322,305.491775597593,372.502884714722,305.946953750886,307.719589220426,433.291995191123,412.553652465896,348.130920221807,395.207284273768,434.293782137111,347.273588903292
"gene-LOC124190479",138.533019646391,138.902142311456,117.998566206101,156.223500940508,151.654668532962,145.915914193392,152.579630849301,133.209211262064,119.564157182817,119.95605957383,150.535249016994,140.390566556159,143.69936164693,110.460264540239,126.132821930293,163.172180703967,126.081855924919,134.246378369918,104.171627220344,114.488049572145,111.930226856816,160.831387003812,193.997465380941,140.225663156494,114.61736333305,135.967872734071,103.556534100879,225.538855979617,172.54449611016,240.496477450992,102.397232999215,115.660737004788,134.780961773947,118.756868673398,108.154243041867,90.2660592095201
"gene-LOC124190480",3.01158738361721,4.51714283939694,7.79235814568593,6.33338517326383,9.43306550683498,8.0505331968768,4.60039087987843,7.74472158500374,6.29285037804299,7.82322127655413,1.13184397757138,5.01394880557712,2.89327573785764,8.86907233534769,2.03440035371441,0,5.12007536750941,6.99862636051706,1.98422147086369,3.54086751254057,2.97159894310131,1.01151815725668,7.38033835688364,3.57718528460444,2.85117819236443,6.2434227275849,3.4518844700293,8.73053636050131,3.99408555810556,6.37460542641184,1.89624505554102,3.64285785841851,1.27754466136443,3.89366782535732,2.51521495446203,1.25369526679889
"gene-LOC124190481",225.86905377129,308.859641643766,261.600594890885,353.965860239078,290.248169441076,195.225430024262,203.183930527964,207.5585384781,160.467684640096,217.094390424377,253.533050975989,271.75602526228,224.711082306944,198.344708590503,167.49896245582,228.441052985554,235.523466905433,319.391857543597,233.146022826484,223.074653290056,215.936189865362,219.4994401247,287.833195918462,220.354613531633,303.935595306048,264.304895467761,244.508483293742,229.176579463159,250.828573049029,228.326776182388,191.520750609643,201.267896677623,252.953842950157,206.364394743938,238.107015689072,174.263642085046
"gene-LOC124190482",136.726067216221,65.4985711712556,170.318685184278,64.0375611963342,95.0562754919525,119.751681303542,154.113094475927,221.499037331107,210.81048766444,153.204749999185,105.261489914138,129.35987918389,151.41476361455,140.292598759136,159.361361040962,76.6199805044716,108.801601559575,49.6266232836664,187.508928996619,224.254942460903,144.61781523093,135.543433072395,96.9987326904707,155.249841351833,42.1974372469936,71.4525045490272,118.514700137673,93.1257211786806,50.32547803213,93.3010430593006,150.751481915511,160.285745770414,69.6261840443615,118.756868673398,110.669457996329,102.803011877509
"gene-LOC124190483",385.483185103002,456.231426779091,384.051937180235,482.744692095443,462.220209834914,419.634042887203,412.501715562432,435.25335307721,375.997810088068,400.28815531702,430.100711477124,412.146591818439,389.62779936483,406.364768819567,364.157663314879,429.923223941757,371.205464144432,458.091907233844,400.812737114466,407.199763942166,412.061720110048,411.687890003469,434.385629005151,387.0514477942,351.835388937771,349.631672744754,333.106851357828,379.050786985098,319.526844648445,341.331145105143,315.724801747579,333.321494045293,442.669225162775,362.11110775823,362.190953442533,377.362275306466
"gene-LOC124190484",8.43244467412818,9.03428567879388,13.3583282497473,12.6667703465277,13.7867880484511,6.0378998976576,9.96751357306993,12.391554536006,11.0124881615752,11.7348319148312,12.4502837532852,9.02510785003881,9.64425245952548,5.64395512249398,14.918935927239,11.3511082228847,11.5201695768962,8.27110388061107,14.8816610314777,9.44231336677486,8.41953033878704,4.04607262902673,8.43467240786702,12.877867024576,360.388923514864,269.160890922549,337.709363984533,322.30230064184,255.621475718756,302.504002962453,93.8641302492804,53.732153411673,48.5466971318484,62.2986852057171,69.5876137401163,41.3719438043634
"gene-LOC124190485",752.294528427578,700.157140106526,780.349008589405,1027.41581699613,1005.70990711333,1041.53773234594,1052.72277967885,1017.65641626949,1132.71306804774,1113.5051616962,1093.36128233395,1172.26123074393,905.595305949443,774.834410388102,892.423621829387,1172.00192401284,1006.0948097156,1085.42332464019,899.844437036684,718.796105045736,774.101524677891,1299.80083207484,1279.96153789382,1182.61745509023,1184.37942110818,1127.28465914727,1286.97759324259,2553.68188544663,2237.48672965073,2968.24809037104,1231.61116357389,1091.03592859634,848.289655145982,1176.86110021425,1133.52353947756,1011.7320803067
"gene-LOC124190486",7.22780972068129,3.95249998447232,13.3583282497473,7.74080410065579,7.25620423602691,2.0126332992192,12.2677090130091,12.391554536006,3.14642518902149,7.17128617017462,14.7139717084279,15.0418464167313,4.82212622976274,4.03139651606713,2.71253380495254,5.67555411144234,10.8801601559575,3.81743256028203,8.92899661888661,7.08173502508114,6.93373086723639,5.05759078628341,7.38033835688364,7.86980762612976,141.988673979749,126.949595460893,122.54189868604,124.410143137144,117.426115408303,114.163388091194,1.89624505554102,2.73214339381388,5.11017864545772,0.973416956339329,1.67680996964136,0
"gene-LOC124190487",1.80695243017032,2.82321427462309,3.33958206243683,1.40741892739196,3.62810211801345,4.0252665984384,3.06692725325228,7.74472158500374,4.71963778353224,3.91161063827707,2.26368795514276,2.00557952223085,0.964425245952548,3.2251172128537,8.13760141485763,1.41888852786059,2.5600376837547,1.90871628014102,3.96844294172738,5.90144585423429,4.95266490516885,4.04607262902673,5.27167025491689,8.58524468305065,2.28094255389154,1.38742727279664,4.02719854836752,2.18263409012533,1.59763422324222,3.47705750531555,3.79249011108204,0.910714464604627,0.638772330682215,2.92025086901799,1.67680996964136,1.25369526679889
"gene-LOC124190488",534.857919330416,552.220712116276,539.899100093954,562.263861493088,578.319477611345,554.480473934889,639.454332303101,625.773504068302,643.443951154895,641.504144677439,576.108584583832,576.604112641368,556.47336691462,541.819691759422,589.29796912594,614.378732563634,595.208761472969,637.511237567099,518.873914630855,424.904101504869,529.935144853067,517.897296515421,518.732353083822,540.870415032191,587.912943265546,591.737731847769,476.935370942382,582.035757366754,568.757783474231,558.647239187365,547.066698523584,552.803680015009,567.229829645807,550.95399728806,569.27698469324,552.87961265831
"gene-LOC124190489",278.872991722953,250.70142758653,264.940176953322,268.113305668169,261.223352496969,348.185560764921,272.956525539453,250.928979354121,234.408676582101,297.282408509057,312.388937809701,265.739286695587,238.213035750279,245.915187480095,273.287780848969,244.048826792021,231.683410379801,253.223026498708,262.909344889439,234.877544998525,301.617292724783,285.248120346384,259.366176541911,262.565399889966,318.19148626787,290.666013650897,296.286750344182,248.092741577579,244.43803615606,222.531680340195,234.186264359316,209.464326859064,274.03332986267,252.114991691886,195.348361463218,233.187319624593
"gene-LOC124190490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693713636398322,0,0,0,0.579509584219259,0.948122527770509,0,0.638772330682215,0.973416956339329,0,1.25369526679889
"gene-LOC124190491",346.332549115979,335.962498680147,387.391519242672,343.410218283639,377.322620273399,286.800245138736,363.430879510396,425.959687175206,333.521070036278,337.050449998207,173.172128568421,310.864825945781,308.616078704815,409.58988603242,263.793912531635,249.724380903463,350.085153253456,416.736387830788,275.806784450053,365.889642962526,344.705477399752,267.040793515764,355.310575181398,325.523860899004,126.592311740981,275.404313650134,230.700945413625,290.290333986668,197.307826570415,236.439910361457,233.238141831545,273.214339381388,336.633018269527,227.779567783403,289.249719763134,253.246443893376
"gene-LOC124190492",92.1545739386865,72.274285430351,70.1312233111734,67.5561085148141,66.7570789714476,102.644298260179,87.4074267176901,92.9366590200449,97.5391808596663,96.4863957441676,82.6246103627107,58.1618061446945,89.691547873587,93.5283991727574,92.9042828196246,68.1066493373081,50.5607442541554,89.0734264065807,98.2189628077527,128.651519622307,122.330823157671,92.048152310358,94.890064588504,97.2994397412407,39.916494693102,56.8845181846624,64.4351767738803,73.4820143675527,35.1479529113289,67.8026213536533,101.449110471444,87.4285886020442,77.9302243432303,75.9265225944677,66.2339938008335,107.817792944705
"gene-LOC124190493",0.602317476723441,0,0,2.11112839108794,1.45124084720538,0,0.766731813313071,0,0,1.95580531913853,1.13184397757138,0,1.9288504919051,1.61255860642685,1.35626690247627,0,3.20004710469338,2.54495504018802,1.98422147086369,1.18028917084686,0,1.01151815725668,1.05433405098338,0,49.6105005471411,54.1096636390691,48.3263825804102,45.8353158926319,47.9290266972667,41.1451804795674,11.3774703332461,8.19643018144164,8.94281262955101,19.4683391267866,13.4144797571308,15.0443432015867
"gene-LOC124190494",0,0,0,0,0,0,0,1.54894431700075,0,0,0,0,0,0,0.678133451238136,0,0.640009420938676,0,0.992110735431846,0,0,0,0,0.715437056920888,3.9916494693102,3.46856818199161,4.60251262670573,5.82035757366754,2.39645133486333,1.15901916843852,4.74061263885254,6.37500125223239,5.74895097613994,7.78733565071463,9.22245483302745,3.76108580039667
"gene-LOC124190495",8.43244467412818,6.21107140417079,5.56597010406138,6.33338517326383,7.9818246596296,10.063166496096,9.96751357306993,6.19577726800299,6.29285037804299,7.82322127655413,6.79106386542828,12.0334771333851,6.75097672166784,7.25651372892083,4.74693415866695,7.09444263930293,4.48006594657073,10.1798201607521,11.9053288251822,3.54086751254057,7.42899735775327,6.06910894354009,11.5976745608172,8.58524468305065,5.13212074625598,2.77485454559329,5.17782670504395,3.63772348354221,7.98817111621111,4.63607667375407,3.79249011108204,0.910714464604627,1.27754466136443,1.94683391267866,2.51521495446203,3.76108580039667
"gene-LOC124190496",1.20463495344688,1.69392856477385,1.11319402081228,0.703709463695981,1.45124084720538,1.0063166496096,0,3.0978886340015,1.57321259451075,0,1.13184397757138,2.00557952223085,0,2.41883790964028,0,2.83777705572117,0.640009420938676,3.81743256028203,1.98422147086369,1.18028917084686,1.48579947155065,1.01151815725668,0,2.86174822768355,2.28094255389154,6.2434227275849,3.4518844700293,4.36526818025065,5.59171978134778,2.31803833687703,2.84436758331153,0,1.27754466136443,4.86708478169665,0,1.25369526679889
"gene-LOC124190497",22.8880641154908,22.5857141969847,21.1506863954332,28.8520880115352,27.5735760969023,36.2273993859456,26.8356134659575,30.978886340015,29.8910392957042,33.2486904253551,47.537447057998,32.0892723556935,30.8616078704815,24.9946583996162,32.5504056594305,28.3777705572117,33.2804898888112,33.0844155224443,23.8106576503643,40.1298318087932,28.7254564499793,36.4146536612405,40.0646939373683,39.3490381306488,12.5451840464035,13.1805590915681,16.6841082718083,21.8263409012533,16.7751593440433,17.964797110797,25.5993082498037,21.857147150511,20.4407145818309,31.1493426028585,24.3137445597997,18.8054290019833
"gene-LOC124190498",887.815960690352,853.175353791097,831.55593354677,956.341161162838,898.318084420131,980.15241671975,1071.12434319836,1088.90785485153,901.450816654658,1013.75909042014,962.067380935673,976.717227326422,853.516342668005,810.310699729493,940.571096867295,1064.16639589544,899.21323641884,842.380118302235,915.718208803594,953.673650044261,976.17025280878,1050.96736538969,1099.67041517566,1073.15558538133,970.541056680852,1191.80002733232,880.80585393581,1100.04758142316,1254.14286524515,1082.52390332158,786.941698049522,867.91088476821,850.844744468711,923.772691566023,788.939090716258,881.347772559619
"gene-LOC124190499",59.0271127188972,54.2057140727633,46.7541488741156,47.1485340676307,53.6959113465991,47.2968825316512,52.1377633052888,57.3109397290277,51.9160156188546,54.7625489358789,46.4056030804266,52.145067578002,44.3635613138172,49.9893167992324,52.2162757453365,49.6610984751205,49.9207348332167,46.4454294834314,28.7712113275235,20.0649159043966,32.1923218835975,32.3685810322138,23.1953491216343,22.8939858214684,23.9498968158612,26.3611181831362,22.4372490551905,26.1916090815039,32.7515015764656,29.5549887951822,34.1324109997383,57.3750112700915,44.0752908170729,51.5910986859844,22.6369345901583,47.6404201383578
"gene-LOC124190500",596.294301956207,190.284642109596,736.934441777726,567.893537202656,682.808818610132,785.933303345097,630.253550543345,831.783098229402,1264.86292598664,769.283425527823,1252.95128317152,371.032211612707,990.464727593267,542.625971062636,1160.96446851969,910.926434886496,788.491606596449,440.277221952528,1196.48554693081,1214.51755680142,790.445318864948,1142.00399954279,1327.40657018807,1349.31428935279,422.544608108409,430.10245456696,455.648750043868,256.095733241372,370.651139792196,423.041996480059,571.717884245617,326.035778328456,527.62594514351,509.097068165469,363.867763412174,636.877195533836
"gene-LOC124190501",1802.73620783326,1485.01070845174,1650.8667328646,1520.01244158332,1565.163253711,1362.5527435714,1875.42601536377,2035.31283253898,2065.62813659261,1730.8877074376,1654.75589520936,1587.41619184571,1812.15503714484,1330.36085030215,1822.14458347687,1467.13073780785,1728.02543653443,1649.13086604184,1709.40679714907,1473.00088521688,1517.99179343425,1262.37466025634,1208.26682242695,1499.55607130618,1807.64697395905,1853.60283645632,1637.34386695056,2100.42153939727,1758.19646267807,2007.42119973551,1917.10375115197,2021.78611142227,1568.18607182484,2216.47040958465,2463.23384540315,2020.95677007981
"gene-LOC124190502",645.082017570806,641.99892604929,624.501845675687,698.079787986413,646.527797429998,699.390071478672,647.121650436232,591.696729094286,585.235085157998,698.874434038836,676.842698587685,674.87750923068,601.80135347439,654.698794209302,581.160367711083,720.795372153177,604.16889336611,643.237386407522,609.155991555153,600.76718796105,614.625714731454,634.221884599939,651.578443507727,647.470536513403,407.718481508114,389.867063655857,370.502266449812,400.877127886352,401.006190033798,350.023788868432,507.245552357222,467.196520342174,544.87279807193,496.442647733058,487.113296180814,483.926372984371
"gene-LOC124190503",736.031956556045,347.819998633564,534.333129989892,687.524146030973,648.704658700806,474.981458615731,583.482909931247,636.616114287307,797.618785416949,591.305141486216,535.362201391263,411.143802057323,389.62779936483,295.098224976114,741.877995654521,407.221007495988,545.928036060691,586.612136763339,442.481388002603,271.466509294777,403.146923280744,348.973764253555,235.116493369293,434.9857306079,518.344195371854,443.976727294926,482.688511725764,542.02079904779,354.674797559773,565.601354197996,445.617588052139,391.60721977999,459.916078091195,539.272993811988,534.902380315592,545.357441057517
"gene-LOC124190504",15.057936918086,7.90499996894464,11.1319402081228,33.0743447937111,24.6710944024915,15.094749744144,24.5354180260183,24.783109072012,33.0374644847257,36.5083659572526,28.2960994392845,24.0669542667702,23.1462059028612,11.287910244988,20.3440035371441,22.7022164457694,19.2002826281603,25.4495504018802,8.92899661888661,7.08173502508114,3.96213192413508,10.1151815725668,4.21733620393351,14.3087411384178,42.7676728854665,23.5862636375429,33.3682165436166,49.4730393761741,29.5562331299811,69.541150106311,15.1699604443281,14.571431433674,7.02649563750437,23.3620069521439,22.6369345901583,22.56651480238
"gene-LOC124190505",1038.99764734794,1133.23820983371,1047.51557358435,1053.45306715288,1045.61903041148,1145.18834725572,1038.1548752259,927.817645883448,987.977509352749,1058.74261276033,1100.15234619938,1061.95435702123,1025.18403644756,1036.87518393247,944.639897574724,1047.13973356111,948.493961831118,1128.05132156334,1001.03973205073,987.90203599882,908.318743607967,1073.22076484934,1137.62644101106,958.685656273989,882.724768356028,651.397104578024,714.540085296065,684.619559602644,681.390996212808,687.87787646826,1206.95997785186,1220.3573825702,1137.01474861434,1291.72430106229,1092.44169522134,1117.04248271781
"gene-LOC124190506",380.664645289215,372.664284250247,359.561668722365,399.003265915621,352.651525870908,525.297291096211,349.62970687076,326.827250887158,364.985321926493,416.586532976508,430.100711477124,332.92620069032,303.793952475053,349.118938291413,375.685931985927,395.869899273103,299.5244089993,393.195553709049,393.867961966443,429.625258188256,438.310844107443,466.30987049533,469.178652687603,454.302531144764,489.832413448209,400.272768201832,391.213573269987,434.34418393494,396.213287364071,474.618349475573,273.059287997907,278.678626169016,304.055629404734,329.014931242693,209.601246205169,361.06423683808
"gene-LOC124190507",121.065812821412,110.1053567103,114.658984143664,136.51963595702,103.038100151582,160.004347287926,119.610162876839,102.230324922049,124.283794966349,119.304124467451,142.612341173994,130.362668945005,86.7982721357293,108.847705933813,122.742154674103,123.443301923871,93.4413754570467,110.705544248179,127.982284870708,103.865447034523,109.949160894748,132.508878600625,93.8357305375206,107.315558538133,143.699380895167,105.444472732545,111.610931197614,140.416126464729,149.378799873148,186.022576534382,132.737153887871,112.928593610974,112.42393020007,119.730285629737,113.184672950791,116.593659812297
"gene-LOC124190508",53.6062554283863,67.7571425909541,54.5465070198015,75.2969126154699,57.3240134646126,69.4358488230624,68.2391313848633,40.2725522420195,62.9285037804299,56.0664191486379,50.9329789907121,66.1841242336179,49.18568754358,52.4081547088727,45.4349412329551,43.9855443636782,54.4008007797875,68.7137860850766,48.6134260361604,57.834169371496,43.088184674969,52.5989441773475,44.2820301413019,39.3490381306488,39.3462590546291,33.9919681835178,34.518844700293,40.0149583189643,31.9526844648445,29.5549887951822,51.1986164996075,47.3571521594406,74.097590359137,59.3784343366991,43.5970592106752,52.6552012055534
"gene-LOC124190509",180.092925540309,166.004999347838,173.658267246715,187.890426806827,192.289412254713,187.174896827385,195.516612394833,173.481763504084,210.81048766444,168.199257445914,210.522979828277,211.588639595354,125.375281973831,125.779571301294,148.511225821152,131.956633091034,154.242270446221,146.971153570858,177.5878216423,154.617881380938,177.800670095562,180.050231991689,180.291122718158,181.005575400985,113.476892056104,133.193018188478,119.090014216011,116.407151473351,115.828481185061,110.106821001659,163.077074776528,146.625028801345,120.089198168256,141.145458669203,99.7701931936606,136.652784081079
"gene-LOC124190510",464.989092030497,500.838212318136,490.918563178214,540.448868118513,481.811961272187,576.619440226301,585.016373557873,585.500951826283,668.615352667067,581.526114890524,622.514187664259,689.919355647411,458.10199182746,530.531781514434,472.659015512981,507.96209297409,446.726575815196,508.354769277557,628.006095528359,688.108586603718,529.43987836255,677.717165361977,635.763432742977,659.632966481058,407.718481508114,330.207690925601,435.51275730203,591.493838423964,492.071340758605,636.881033056965,533.792983134796,603.803690032868,499.519962593492,536.35274294297,503.042990892407,598.01264226307
"gene-LOC124190511",854.08618199384,855.99856806572,818.197605297023,814.19184949625,833.737866719492,747.693270659932,836.504408324561,935.562367468452,877.852627736997,880.11239361234,878.310926595391,836.326660770263,874.733698078961,738.551841743498,784.600403082523,868.359779050678,831.37223779934,799.752121379086,681.580075241678,705.812924166421,729.032274040855,730.316109539324,708.51248226083,779.110954986847,443.643326731905,499.473818206792,461.40189082725,522.377092236661,526.420476558312,509.968434112948,575.510374356699,672.107274878215,628.5519733913,626.880519882528,601.136374116426,613.056985464657
"gene-LOC124190512",0.602317476723441,1.12928570984923,2.22638804162455,0,2.17686127080807,0,0.766731813313071,1.54894431700075,3.14642518902149,1.30387021275902,1.13184397757138,1.00278976111542,0,0,0.678133451238136,0,0,1.90871628014102,2.97633220629554,1.18028917084686,0.495266490516885,1.01151815725668,1.05433405098338,0.715437056920888,0,0,0.575314078338217,2.18263409012533,1.59763422324222,1.73852875265778,0,0,0.638772330682215,0.973416956339329,0.838404984820678,0
"gene-LOC124190513",0,0,0,0,1.45124084720538,0,0.766731813313071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4616787395055,45.0913863658909,73.6402020272917,51.6556734662994,44.7337582507822,59.6894871745836,0.948122527770509,3.64285785841851,1.91631699204665,0,0,1.25369526679889
