"genotype1_cntrl_rep1","genotype1_cntrl_rep2","genotype1_cntrl_rep3","genotype1_treat_rep1","genotype1_treat_rep2","genotype1_treat_rep3","genotype2_cntrl_rep1","genotype2_cntrl_rep2","genotype2_cntrl_rep3","genotype2_treat_rep1","genotype2_treat_rep2","genotype2_treat_rep3","genotype3_cntrl_rep1","genotype3_cntrl_rep2","genotype3_cntrl_rep3","genotype3_treat_rep1","genotype3_treat_rep2","genotype3_treat_rep3","genotype4_cntrl_rep1","genotype4_cntrl_rep2","genotype4_cntrl_rep3","genotype4_treat_rep1","genotype4_treat_rep2","genotype4_treat_rep3","genotype5_cntrl_rep1","genotype5_cntrl_rep2","genotype5_cntrl_rep3","genotype5_treat_rep1","genotype5_treat_rep2","genotype5_treat_rep3","genotype6_cntrl_rep1","genotype6_cntrl_rep2","genotype6_cntrl_rep3","genotype6_treat_rep1","genotype6_treat_rep2","genotype6_treat_rep3"
"gene-LOC124188735",3478.38342807787,3425.68820082765,2913.22875246572,3489.69523046837,3136.85709123443,3148.76479662844,2645.2247559301,2718.39727633631,2575.34901721409,2939.57539466522,2995.99100863144,3024.41391952412,3049.51262770196,3429.1058765667,3031.25652703447,3306.01026991516,3007.40426899084,3466.22876473608,3028.91407527343,2720.56653880201,2780.92134425231,2939.47176498792,2961.62434921231,2814.52938192677,4668.51917217752,3814.03757291797,4328.66312541674,3577.33727371541,3911.80739560858,3615.56029594395,1590.94960159891,1721.25033810274,1902.26400077164,2047.09585918161,1748.07439335111,1637.32601843935
"gene-LOC124188736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42141383083732,5.54970909118658,3.4518844700293,5.0928128769591,2.39645133486333,2.89754792109629,0.948122527770509,0.910714464604627,1.27754466136443,0.973416956339329,0.838404984820678,2.50739053359778
"gene-LOC124188737",114.440320577454,91.472142497788,129.130506414224,81.6302977887338,116.099267776431,99.6253483113504,117.3099674369,111.523990824054,149.455196478521,112.784773403655,69.0424826318542,113.315243006043,121.517580990021,134.648643636642,151.223759626104,113.511082228847,135.681997238999,136.155094650059,290.688445481531,234.877544998525,246.642712277409,196.234522507796,152.87843739259,200.322375937849,84.3948744939871,260.142613649371,231.851573570301,211.715506742157,183.727935672856,255.563726640693,177.298912693085,192.160752031576,189.715382212618,162.560631708668,194.509956478397,181.785813685839
"gene-LOC124188738",497.514235773562,529.070355064366,508.72966751121,572.819503448528,507.934296521884,465.924608769245,372.631661270153,458.487517832221,357.119258953939,402.243960636158,411.991207835982,424.180068951824,489.928024943895,486.186419837696,429.936608084978,505.124315918368,483.847122229639,519.170828198356,437.520834325444,450.8704632635,456.635704256568,467.321388652587,468.12431863662,498.659628673859,260.027451143636,387.092209110264,313.546172694328,387.053778648891,358.668883117879,334.377030094512,358.390315497252,362.464356912642,446.501859146868,387.419948623053,424.232922319263,383.63075164046
"gene-LOC124188739",149.374734227413,123.092142373567,135.809670539098,123.149156146797,180.67948547707,197.238063323481,152.579630849301,148.698654432072,193.505149124822,168.851192552293,147.139717084279,176.490997956314,167.809992795743,182.219122526234,191.911766700393,192.96883978904,209.283080646947,171.148226452644,181.556264584028,148.716435526704,150.065746626616,231.63765801178,229.844823114376,223.216361759317,296.522532005901,379.461359109882,411.349566011825,638.784243710012,497.663060539952,552.272633760953,450.358200690992,469.928663735988,406.259202313889,483.788227300647,557.539314905751,511.507668853947
"gene-LOC124188740",3666.30648081559,3516.03105761559,4000.81931079932,3127.28485666494,3257.31008155248,4228.54256165954,3694.11387654238,3348.81761335562,3437.46951900598,3734.28428934184,3412.50959237771,2804.80296183984,2927.03062146598,3352.50934276143,3661.2425032347,3087.50143662463,2403.23537562473,3102.93643274924,3920.82162642666,3628.20891118324,5080.4436597222,3744.64021816424,3190.4148382757,3738.15862241164,3111.20564350807,3259.06666379932,3485.25268657292,2368.88553248269,2330.9483317104,2021.32942975677,3278.60770103042,3171.10776575331,4102.83467997187,3554.91872455123,2640.13729720031,4009.31746322285
"gene-LOC124188741",200.571719748906,210.047142031958,221.525610141643,228.001866237498,208.978681997575,222.395979563721,126.510749196657,140.953932847068,140.015920911456,166.243452126775,168.644752658136,158.440782256237,174.560969517411,232.208439325467,159.361361040962,225.603275929833,208.00306180507,220.138610976264,176.595710906869,193.567424018885,179.286469567112,157.796832532042,203.486471839792,169.55858249025,95.7995872634449,135.274159097673,114.487501589305,114.224517383225,125.414286524514,118.219955180729,58.7835967217716,87.4285886020442,90.7056709568746,66.1923530310744,81.3252835276057,78.9828018083301
"gene-LOC124188742",284.896166490188,150.194999409948,209.280475912708,293.446846361224,272.833279274612,183.149630228947,165.614071675623,182.775429406088,217.103338042483,215.790520211618,187.886100276849,122.340350856082,257.50154066933,192.700753468009,419.764606316406,244.048826792021,386.56569024696,379.198300988015,154.769274727368,140.454411330776,141.646216287829,135.543433072395,105.433405098338,186.729071856352,157.955271856989,202.56438182831,154.75948707298,194.254434021154,140.591811645316,195.29472988189,164.973319832069,117.482165933997,163.525716654647,156.720129970632,226.369345901583,215.635585889409
"gene-LOC124188743",2300.25044360682,1913.57463533953,2044.93741623215,2085.79485039489,2035.36528820555,1980.43116643169,2248.05767663392,2135.99421314403,2229.24224642173,2105.09845849944,2107.49348623791,1994.54883485858,2149.70387322823,2089.8759539292,2421.61455437138,1878.60841088742,2235.5529073388,2037.23650967051,2057.63766528565,2143.40513425789,1928.07244758223,1759.03007546937,1669.01080270669,1990.34589235391,1852.69558939841,2150.5122728348,2039.48840770898,1813.04138419744,1893.99537165366,1819.66009444847,2368.41007437073,2099.19684091367,2087.50797666948,2125.94263264509,1911.56336539115,2241.60713703641
"gene-LOC124188744",839.630562552477,870.114639438835,860.498978087889,871.192316055624,853.329618156764,746.686954010323,1125.56230194359,1150.86562753156,1055.62565091671,1047.00778084549,1140.89872939195,1194.32260548847,1004.93110628256,966.728884552898,916.83642607396,908.088657830775,853.132558111255,1116.59902388249,561.534676254425,565.358512835645,540.831007644438,478.448088382411,552.47104271529,578.073141992077,668.886403928695,647.234822759635,581.642533199937,633.691430833053,628.669066845815,558.067729603146,455.098813329844,437.142943010221,516.766815521912,502.283149471094,473.698816423683,519.02984045474
"gene-LOC124188745",215.027339190268,205.529999192561,208.167281891896,249.816859612073,264.125834191379,203.275963221139,187.849294261702,193.618039625094,182.492660963247,198.188272339371,212.786667783419,232.647224578778,163.952291811933,172.543770887673,143.764291662485,208.576613595506,211.843118330702,240.498251297768,189.493150467483,185.305399822957,154.523145041268,161.842905161069,199.269135635858,189.590820084035,129.443489933345,183.140400009157,163.389198248054,177.52090599686,143.7870800918,138.502790628403,152.647726971052,148.446457730554,212.711186117178,165.480882577686,169.357806933777,164.234079950655
"gene-LOC124188747",186.116100307543,184.073570705425,199.261729725397,171.001399678123,171.246419970235,167.048563835194,186.315830635076,201.362761210097,210.81048766444,198.188272339371,176.567660501135,198.552372700854,147.55706263074,140.292598759136,123.420288125341,161.753292176107,149.76220449965,158.423451251704,150.800831785641,165.24048391856,158.98054345592,164.877459632839,149.71543523964,168.843145433329,164.798099518664,199.789527282717,220.920606081875,238.634660520369,233.254596593365,234.12187202458,182.987647859708,172.125033810275,177.578707929656,151.853045188935,139.175227480233,145.428650948671
"gene-LOC124188748",79.5059069274942,81.8732139640695,65.6784472279243,104.852710090701,95.7818959155552,83.5242819175968,253.021498393313,233.890591867113,204.517637286397,304.453694679232,323.707377585415,292.814610245704,89.691547873587,89.4970026566903,69.847745477528,106.416639589544,97.2814319826788,111.341783008226,69.4477514802292,59.0144585423429,70.3278416533977,73.8408254797378,81.1837219257201,90.1450691720318,160.236214410881,150.535859098436,146.129775897907,152.056841612064,139.792994533694,145.456905639034,203.846343470659,217.660757040506,263.812972571755,266.716246036976,227.207750886404,238.202100691789
"gene-LOC124188749",48.7877156145987,49.1239283784417,55.6597010406138,60.5190138778543,52.9702909229964,70.442165472672,77.4399131446202,91.3877147030441,88.0999052926018,97.7902659569266,107.525177869281,100.278976111542,57.8655147571529,41.9265237670982,49.5037419403839,83.7144231437746,58.8808667263582,45.8091907233844,53.5739797133197,76.7187961050457,45.0692506370365,52.5989441773475,56.9340387531024,78.6980762612976,131.724432487237,121.399886369706,120.815956451026,155.694565095607,141.390628756937,142.559357717938,73.0054346383292,100.178591106509,103.481117570519,106.102448240987,81.3252835276057,73.9680207411345
"gene-LOC124188750",119.258860391241,110.669999565225,123.564536310163,144.260440057676,136.416639637306,141.890647594954,151.046167222675,153.345487383074,149.455196478521,168.851192552293,161.853688792707,147.410094883967,132.126258695499,104.816309417745,123.420288125341,156.077738064664,131.841940713367,127.247752009401,120.045398987253,119.209206255533,124.807155610255,125.428251499829,132.846090423906,140.941100213415,349.554446383879,314.945990924838,318.148685321034,443.074720295441,492.870157870226,472.879820722915,353.6497028584,316.92863368241,323.218799325201,355.297189063855,341.230828822016,318.438597766918
"gene-LOC124188751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124188752",184.309147877373,201.012856353164,213.733251995957,239.964927120329,188.6613101367,194.219113374653,167.914267115563,145.60076579807,121.137369777327,166.243452126775,198.072696074991,176.490997956314,144.663786892882,162.868419249112,144.442425113723,201.482170956203,161.922383497485,214.412462135841,142.863945902186,145.175568014163,156.008944512819,149.704687273989,168.69344815734,169.55858249025,326.745020844964,308.702568197253,291.108923639138,317.209487764881,313.136307755476,297.867926288699,302.451086358792,291.428628673481,356.434960520676,350.430104282159,290.088124747955,320.945988300516
"gene-LOC124188753",72.8804146835364,80.1792853992957,53.4333129989892,59.8153044141584,57.3240134646126,45.284249232432,58.2716178117934,48.0172738270232,39.3303148627687,44.3315872338068,39.6145392149983,44.1227494890786,59.794365249058,41.1202444638847,55.6069430015272,68.1066493373081,63.3609326729289,47.0816682434784,45.6370938298649,49.572145175568,43.5834511654859,27.3109902459304,26.3583512745844,45.7879716429368,148.26126600295,130.418163642885,82.269913202365,114.952062079934,127.810737859378,147.774943975911,37.9249011108204,38.2500075133943,76.0139073511836,54.5113495550024,57.0115389678061,50.1478106719556
"gene-LOC124188754",513.776807645095,480.511069540849,427.466503991914,324.410062763847,373.694518155386,496.114108257533,514.477046733071,384.138190616186,424.767400517902,433.536845742375,368.98113668827,385.071268268322,437.849061662457,307.192414524315,427.224074280026,344.789912270122,345.605087306885,302.849649782375,412.718065939648,308.05547359103,487.837493159132,335.824028209218,304.702540734196,389.197758964963,311.348658606196,317.720845470432,211.715580828464,187.706531750778,227.662876812017,190.079143623917,128.944663776789,275.035768310597,408.814291636618,205.390977787598,168.519401948956,260.768615494169
"gene-LOC124188755",190.934640121331,173.345356461858,166.979103121841,207.594291790314,197.368755219932,175.09909703207,162.547144422371,187.422262357091,196.651574313843,222.309871275413,211.654823805848,182.507736523007,218.924530831228,207.213780925851,231.243506872204,215.671056234809,211.203108909763,243.679445098003,121.037509722685,113.307760401298,122.330823157671,136.554951229652,118.085413710138,130.209544359602,207.565772404131,219.907222738268,175.470793893156,184.796352963944,191.716106789067,191.817672376575,106.189723110297,89.2500175312534,96.4546219330145,111.942949979023,91.3861433454539,107.817792944705
"gene-LOC124188756",27.1042864525549,19.7624999223616,25.6034624786823,14.0741892739196,15.2380288956565,21.1326496418016,23.0019543993921,13.9404988530067,22.0249763231505,22.1657936169034,19.2413476187135,21.0585849834239,21.2173554109561,11.287910244988,27.8034715007636,28.3777705572117,19.2002826281603,24.1770728817862,30.7554327983872,28.3269401003246,17.8295936586079,10.1151815725668,13.7063426627839,11.4469929107342,33.6439026699003,26.3611181831362,26.464447603558,26.1916090815039,22.3668791253911,28.9754792109629,9.48122527770509,13.6607169690694,9.58158496023323,8.76075260705396,17.6065046812342,10.0295621343911
"gene-LOC124188757",28.9112388827252,31.6199998757786,17.8111043329964,39.4077299669749,24.6710944024915,16.1010663937536,28.3690770925836,26.3320533890127,23.5981889176612,25.4254691488009,18.1095036411421,25.0697440278856,15.4308039352408,19.3507032771222,19.6658700859059,19.8644393900482,24.9603674166084,23.5408341217392,23.8106576503643,16.524048391856,18.8201266396416,21.2418813023903,17.9236788667174,22.8939858214684,36.4950808622647,31.9108272743228,32.7929024652784,35.6496901387137,44.7337582507822,38.2476325584711,13.2737153887871,17.3035748274879,12.1366742829621,18.4949221704473,29.3441744687237,20.0591242687822
"gene-LOC124188758",6.62549224395785,6.77571425909541,4.4527760832491,8.44451356435177,2.17686127080807,6.0378998976576,2.30019543993921,1.54894431700075,4.71963778353224,6.51935106379511,9.05475182057104,4.01115904446169,4.82212622976274,3.2251172128537,4.74693415866695,2.83777705572117,5.12007536750941,3.18119380023503,5.95266441259108,5.90144585423429,4.45739841465196,7.08062710079677,1.05433405098338,5.00805939844621,25.6606037312799,27.7485454559329,20.1359927418376,28.3742431716292,31.9526844648445,21.4418546161126,36.0286560552793,27.3214339381388,34.4937058568396,49.6442647733058,39.4050342865719,40.1182485375645
"gene-LOC124188759",67.4595573930254,75.6621425598987,82.3763575401084,91.4822302804775,71.8364219366664,81.5116486183775,65.1722041316111,68.1535499480329,92.8195430761341,102.353811701583,107.525177869281,70.1952832780796,81.0117206600141,57.2458305281533,84.766681404767,92.2277543109381,56.9608384635422,64.2601147647475,78.3767480991158,73.1779285925052,74.2899735775327,98.1172612538981,63.2600430590026,77.2672021474559,599.317656035003,588.962877302175,606.38103856848,824.308141370665,775.651415384099,773.64529493271,458.891303440926,407.089365678268,355.796188189994,474.054057737253,446.031451924601,403.689875909242
"gene-LOC124188760",504.742045494244,430.257855452558,474.220652866029,373.669725222566,423.762327383971,558.505740533328,565.848078225046,472.428016685228,583.661872563487,542.410008507753,542.153265256691,439.221915368555,480.283772484369,411.202444638847,602.860638150703,422.828781302455,447.366585236135,414.827671550647,521.850246837151,462.673354971968,575.994928471137,435.96432577763,399.5926053227,457.164279372447,1042.96098276691,800.545536403664,964.80170937319,828.673409550916,645.444226189858,752.782949900817,274.955533053448,233.142902938785,357.073732851358,295.918754727156,249.844685476562,378.615970573265
"gene-LOC124188761",37.3436835568533,33.3139284405524,33.3958206243683,46.4448246039347,45.7140866869695,57.3600490277472,31.4360043458359,32.5278306570157,44.0499526463009,54.1106138294994,62.2514187664259,58.1618061446945,29.897182624529,32.251172128537,42.0442739767644,45.4044328915387,49.2807254122781,38.8105643628673,36.7080972109783,38.9495426379463,38.630786260317,46.5298352338074,40.0646939373683,50.796031041383,78.6925181092583,66.5965090942389,83.9958554373796,93.8532658753891,90.2663336131856,118.219955180729,82.4866599160343,102.910734500323,86.8730369727813,117.783451717059,111.50786298115,104.056707144308
"gene-LOC124188762",31.3205087896189,33.878571295477,28.9430445411192,29.5557974752312,25.3967148260942,40.252665984384,23.0019543993921,24.783109072012,12.585700756086,23.4696638296624,21.5050355738562,27.0753235501164,35.6837341002443,27.4134963092565,29.1597384032398,25.5399935014905,20.4803014700376,19.7234015614572,24.8027683857961,31.8678076128652,25.2585910163611,29.3340265604438,18.9780129177008,27.1866081629937,36.4950808622647,25.6674045467379,31.0669602302637,26.1916090815039,37.5444042461922,28.3959696267437,0.948122527770509,2.73214339381388,1.27754466136443,1.94683391267866,1.67680996964136,1.25369526679889
"gene-LOC124188763",22.8880641154908,35.0078570053263,30.0562385619314,21.1112839108794,21.7686127080807,36.2273993859456,29.1358089058967,32.5278306570157,15.7321259451075,43.6796521274272,38.4826952374269,34.0948518779244,29.897182624529,16.1255860642685,19.6658700859059,29.7966590850723,40.3205935191366,26.0857891619272,31.7475435338191,24.786072587784,28.7254564499793,20.2303631451336,12.6520086118005,18.6013634799431,13.6856553233493,15.9554136371614,18.4100505068229,14.5508939341688,14.37870800918,12.7492108528237,15.1699604443281,20.0357182213018,12.1366742829621,16.5480882577686,20.1217196356963,16.2980384683856
"gene-LOC124188764",87.9383516016224,97.6832139019588,87.9423276441698,54.8893381682865,79.818246596296,60.378998976576,114.243040183648,114.621879458055,129.003432749881,81.4918882974389,67.9106386542828,84.2343399336955,98.3713750871599,104.010030114532,113.248286356769,78.0388690323322,104.961545033943,89.0734264065807,104.171627220344,107.406314547064,117.873424743019,76.8753799515078,80.1293878747367,98.0148767981616,64.4366271474361,122.787313642503,106.43310449257,104.038891629307,101.449773175881,104.891234743686,123.255928610166,178.500035062507,167.997122969423,144.065709538221,165.165782009674,161.726689417057
"gene-LOC124188765",272.849816955719,307.730355933916,284.977669327943,315.965549199495,283.717585628652,273.718128693811,256.088425646566,230.792703233111,254.860440310741,249.039210636973,245.610143132989,252.703019801087,294.149700015527,248.334025389735,337.032325265354,303.642144962165,312.964606839013,320.664335063691,333.3492071051,278.548244319858,264.967572426533,284.236602189128,299.430870479279,299.052689792931,210.416950596495,220.600936374666,193.880844399979,206.622693865198,246.834487490923,228.326776182388,167.81768741538,192.160752031576,201.85205649558,209.284645612956,180.257071736446,205.606023755018
"gene-LOC124188766",1678.05649015151,1595.68070801697,1734.35628442553,1833.86686239173,1782.84938079181,1718.7888375332,2037.20642797283,2018.27444505197,1886.28190081839,1726.97609679932,1795.10454842821,1918.3368130138,1765.86262533912,1552.08765868585,1594.9698773121,1847.39286327448,1776.02614310483,1806.91807853349,1830.44430687176,1810.56358807908,1704.2119938686,1950.20700719088,1988.47402015465,1892.33101555575,1807.64697395905,2076.97862737658,2037.18715139563,2621.34354224052,2435.59337333277,2875.52655689596,2294.45651720463,2552.73264428677,2096.45078929903,2505.57524561743,2708.88650595561,2647.80440347926
"gene-LOC124188767",318.023627709977,377.746069944569,317.260295931498,344.113927747335,330.157292739224,337.116077619216,295.191748125532,329.925139521159,333.521070036278,370.299140423562,368.98113668827,384.068478507207,363.588317724111,352.344055504267,365.513930217355,445.530997748224,382.08562430039,376.01710718778,387.915297553852,384.774269696076,310.532089554087,376.284754499486,343.712900620581,394.205818363409,222.391899004426,221.294650011065,184.675819146568,190.616710537612,246.834487490923,247.450592461623,92.9160077215099,95.6250187834858,124.560604483032,116.81003476072,124.08393775346,94.0271450099167
"gene-LOC124188768",186.116100307543,126.479999503114,143.602028684784,162.556886113772,165.441456581414,140.884330945344,138.011726396353,226.145870282109,174.626597990693,182.541829786263,186.754256299278,112.312453244927,134.055109187404,106.428868024172,235.990441030871,112.092193700986,181.762675546584,162.877122572033,148.816610314777,127.471230451461,119.359224214569,151.727723588502,129.683088270955,151.672656067228,155.104093664625,108.219327278138,125.993783156069,143.326305251563,112.633212738577,150.092982312788,146.958991804429,122.946452721625,238.262079344466,183.002387791794,218.823701038197,195.576461620627
"gene-LOC124188769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124188770",1.20463495344688,1.12928570984923,2.22638804162455,1.40741892739196,0,0,0.766731813313071,3.0978886340015,0,0,1.13184397757138,0,0.964425245952548,0,0,2.83777705572117,1.28001884187735,0.636238760047005,0.992110735431846,1.18028917084686,1.98106596206754,2.02303631451336,0,0.715437056920888,1.14047127694577,0,2.30125631335287,2.18263409012533,0,2.89754792109629,1.89624505554102,0.910714464604627,4.47140631477551,4.86708478169665,2.51521495446203,0
"gene-LOC124188771",1811.16865250739,2278.33391962083,2217.48248945805,2523.50213681379,2492.50615507524,1989.48801627818,1812.5540066721,1880.41840083891,1546.46798040406,1936.24726594715,1623.06426383736,1921.34518229715,1533.43614106455,1935.87660701544,1309.47569434084,1766.51621718643,1465.62157394957,2529.04907118685,1578.44818007207,1441.13307760401,1725.01318647031,1552.68037138901,2088.63575499807,1680.56164670717,1452.39017119044,1579.58595007898,1631.59072616718,1708.27494787142,1355.59263842103,1354.89340790463,1228.76679599058,1220.3573825702,1942.50665760462,1338.44831496658,1286.11324671492,1479.36041482269
"gene-LOC124188772",391.506359870237,503.661426592759,564.389368551824,504.559685470018,538.410354313197,521.272024497772,522.911096679515,656.752390408317,678.054628234132,564.575802124657,672.3153226774,551.534368613483,644.236064296302,467.641995863787,728.993460080996,459.71988302683,607.368940470804,468.907966154643,650.824642443291,876.954853939215,584.414458809924,663.555911160383,594.644404754625,688.250448757894,256.035801674326,269.160890922549,245.659111450419,211.715506742157,184.526752784477,216.736584498003,526.208002912632,516.375101430824,580.005276259451,417.595874269572,578.499439526268,551.625917391511
"gene-LOC124188773",45.1738107542581,49.1239283784417,56.772895061426,57.7041760230704,55.1471521938045,67.4232155238432,46.7706406120973,48.0172738270232,75.5142045365158,56.7183542550175,72.4380145645683,44.1227494890786,73.2963186923937,68.5337407731412,67.8133451238136,61.0122066980052,60.1608855682356,43.9004744432434,100.203184278616,118.028917084686,79.7379049732185,67.7717165361977,68.5317133139195,65.1047721798008,234.366847412356,241.412345466616,272.698873132315,208.805327955323,202.100729240141,216.157074913783,374.508398469351,398.892935496827,190.3541545433,300.785839508853,307.694629429189,295.872082964538
"gene-LOC124188774",46.378445707705,55.8996426375371,51.2069249573647,67.5561085148141,53.6959113465991,67.4232155238432,36.0363952257143,37.174663608018,44.0499526463009,33.2486904253551,30.5597873944273,52.145067578002,42.4347108219121,48.3767581928056,47.4693415866695,38.3099902522358,48.6407159913394,68.7137860850766,33.7317650046828,35.4086751254057,52.0029815042729,20.2303631451336,68.5317133139195,39.3490381306488,41.6272016085207,62.434227275849,77.6674005756593,61.1137545235092,51.9231122553722,66.6436021852147,56.8873516662305,81.0535873498118,106.036206893248,69.1126039000924,65.3955888160129,90.2660592095201
"gene-LOC124188775",272.849816955719,271.593213218741,274.958923140632,269.520724595561,286.620067323063,291.831828386784,293.658284498906,297.397308864144,269.019353661338,321.404007445099,261.455958818989,285.795081917896,259.430391161235,253.171701209016,273.965914300207,300.804367906444,257.283787217348,269.128995499883,244.059240916234,296.252581882561,273.38710276532,267.040793515764,302.593872632229,319.084927386716,195.5908239962,227.53807273865,212.290894906802,199.347246898113,216.479437249321,205.146392813618,176.350790165315,194.89289542539,244.011030320606,210.258062569295,198.701981402501,196.830156887426
"gene-LOC124188776",0,0.564642854924617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43087411384178,11.4047127694577,11.0994181823732,13.232223801779,10.1856257539182,7.98817111621111,11.0106821001659,1.89624505554102,0,1.91631699204665,0,0.838404984820678,1.25369526679889
"gene-LOC124188777",3957.22582207301,3824.32605640443,3634.57847795208,3797.21626610351,3662.93189834638,3586.51253920861,3475.59530974815,3748.44524714181,3552.31403840527,3810.56069678824,3955.79470161197,3885.81032432226,4076.62551464142,3583.10522348047,3904.69241222919,4209.84226216236,3818.93621474108,4138.09689534572,3860.30287156531,3578.63676600767,3346.51567642259,3431.06958941466,3145.07847408341,3713.11832541941,2474.82267097233,2433.54743648531,2243.14959144071,2321.59512719664,2715.97817951178,2218.94219797554,3528.91204836183,3362.35780332028,4055.56552750138,3865.43873362348,4189.50970914893,3624.43301631559
"gene-LOC124188778",23534.350768015,24104.6034767319,25068.0161546716,20546.9089209952,21391.2900878073,23844.6730124995,31374.6658007709,32126.6540789125,32030.6084242388,26659.5823051773,27607.9383009211,25925.123694117,28807.3820966026,26390.3278734787,27978.429931183,23997.6616717061,28079.1333248425,21224.9250351681,29780.1879454577,30129.2416642077,27026.1971210159,26362.1862144236,25490.6343506251,25470.2746634405,16824.232277504,17860.3512827112,19965.1244605711,16568.3753781414,16947.7038401535,20679.7995128642,40745.5656309376,36739.1322166153,25412.9184038613,33012.462657292,35726.1132131787,34179.4940587381
"gene-LOC124188779",298.749468454827,337.091784389997,311.694325827437,337.780542574071,297.504373677103,236.484412658256,216.985103167599,198.264872576096,173.053385396182,207.315363828684,195.809008119849,271.75602526228,254.608264931473,275.747521698992,212.255770237537,289.453259683559,258.563806059225,314.301947463221,168.658825023414,191.206845677191,178.791203076595,166.900495947353,220.355816655526,220.354613531633,282.266641044079,277.485454559329,229.550317256948,253.913099151246,296.361148411432,204.566883229398,148.85523685997,123.857167186229,183.327658905796,143.092292581881,157.620137146287,144.174955681872
"gene-LOC124188780",317.421310233254,387.344998478288,348.429728514242,475.707597458483,394.011890016261,335.103444319997,294.425016312219,312.886752034151,223.396188420526,309.017240423888,312.388937809701,407.132643012862,299.936251491243,303.967297311462,256.334444568015,358.978797548728,302.724456103994,360.111138186605,274.814673714621,279.728533490705,248.128511748959,231.63765801178,263.583512745844,296.906378622168,166.508806434083,198.40210000992,181.223934676538,202.257425684947,174.142130333402,170.375817760462,199.105730831807,213.107184717483,272.117012870624,243.354239084832,274.158430036362,254.500139160175
"gene-LOC124188781",213.220386760098,213.99964201643,205.940893850271,216.038805354666,197.368755219932,246.547579154352,201.650466901338,188.971206674091,246.994377338187,207.967298935064,249.005675065704,185.516105806353,173.596544271459,206.407501622637,231.921640323443,245.467715319881,185.602732072216,195.325299334431,197.430036350937,212.452050752434,201.078195149855,249.8449848424,233.007825267326,228.939858214684,181.905168672851,134.580445461274,184.100505068229,157.877199185732,164.556324993949,168.637289007804,161.180829720987,167.571461487251,141.16868508077,170.347967359383,99.7701931936606,140.413869881476
"gene-LOC124188782",64.4479700094082,45.736071248894,56.772895061426,51.3707908498066,55.1471521938045,69.4358488230624,42.936981545532,46.4683295100224,56.6356534023869,48.8951329784633,53.1966669458549,52.145067578002,59.794365249058,53.2144340120861,59.675743708956,53.9177640587023,42.8806312028913,57.2614884042305,54.5660904487515,56.6538802006492,60.9177783335768,45.5183170765507,53.7710366001523,55.8040904398292,191.028938888417,214.357513647082,213.441523063478,180.431084783694,174.940947445023,155.888078154981,77.7460472771817,86.5178741374396,76.0139073511836,81.7670243325037,72.1028286945783,75.2217160079334
"gene-LOC124188783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124188784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14047127694577,0,0,10.1856257539182,1.59763422324222,1.15901916843852,1.89624505554102,0.910714464604627,0.638772330682215,3.89366782535732,0.838404984820678,3.76108580039667
"gene-LOC124188785",472.819219227901,495.756426623814,492.031757199026,683.301889248797,624.759184721917,705.427971376329,450.071574414773,404.274466737195,360.265684142961,677.360575528312,697.21589018397,638.777077830524,357.801766248395,381.370110419951,371.617131278499,685.323158956663,534.407866483795,584.703420483198,412.718065939648,374.151667158454,379.869398226451,750.546472684458,667.393454272478,636.023543602669,528.038201225893,537.6280682087,484.989768039117,568.939952826002,596.71638238097,595.156342993179,507.245552357222,479.946522846638,439.475363509364,702.807042476996,632.157358554791,645.653062401428
"gene-LOC124188786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12377021556618,11.7931318187715,17.2594223501465,18.1886174177111,5.59171978134778,13.9082300212622,0,0,1.27754466136443,0,0.838404984820678,0
"gene-LOC124188787",0,0,0,0,0,0,0,1.54894431700075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28094255389154,2.08114090919497,0.575314078338217,0,3.19526844648445,0.579509584219259,0,0.910714464604627,0,0,0,1.25369526679889
"gene-LOC124188788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575314078338217,0,0,0,0.948122527770509,0,0,0,1.67680996964136,0
"gene-LOC124188789",0,0,1.11319402081228,0,0.725620423602691,0,0,0,0,0.651935106379511,0,1.00278976111542,0,0,0.678133451238136,0,0.640009420938676,0,0.992110735431846,0,0,0,1.05433405098338,0.715437056920888,7.98329893862041,13.1805590915681,10.9309674884261,10.1856257539182,11.9822566743167,9.27215334750814,1.89624505554102,1.82142892920925,1.91631699204665,5.84050173803598,5.03042990892407,2.50739053359778
