"genotype1_cntrl_rep1","genotype1_cntrl_rep2","genotype1_cntrl_rep3","genotype1_treat_rep1","genotype1_treat_rep2","genotype1_treat_rep3","genotype2_cntrl_rep1","genotype2_cntrl_rep2","genotype2_cntrl_rep3","genotype2_treat_rep1","genotype2_treat_rep2","genotype2_treat_rep3","genotype3_cntrl_rep1","genotype3_cntrl_rep2","genotype3_cntrl_rep3","genotype3_treat_rep1","genotype3_treat_rep2","genotype3_treat_rep3","genotype4_cntrl_rep1","genotype4_cntrl_rep2","genotype4_cntrl_rep3","genotype4_treat_rep1","genotype4_treat_rep2","genotype4_treat_rep3","genotype5_cntrl_rep1","genotype5_cntrl_rep2","genotype5_cntrl_rep3","genotype5_treat_rep1","genotype5_treat_rep2","genotype5_treat_rep3","genotype6_cntrl_rep1","genotype6_cntrl_rep2","genotype6_cntrl_rep3","genotype6_treat_rep1","genotype6_treat_rep2","genotype6_treat_rep3"
"gene-LOC124188304",438.481019299723,468.913111113687,450.032444199466,485.88259736082,508.017694221731,486.356982897749,512.524294598491,461.622293025458,470.366886171214,473.261723845717,471.70302132722,498.004906270558,484.151465152233,480.836211158606,413.583502613618,536.312264545835,477.666366428694,488.734566007795,474.372551655998,436.058460427695,477.008938532013,454.293458174202,497.247089135233,464.176435789665,475.765685399941,643.429718708017,558.511710238531,606.332217330557,605.673558996923,504.058845939689,615.523237795709,757.596704177842,776.647534617643,743.590865144593,764.441652595662,639.858533095228
"gene-LOC124188305",1965.66918480944,2049.48905408815,2044.33342868904,2341.17223923742,2623.03013547138,1911.02325755965,1885.5685942157,2091.57729674937,1782.06010997857,2330.91511424012,1758.48111627133,2216.42924333995,1696.01525522653,1891.28909722385,1515.42844013222,1942.49686061113,2087.43181337446,2711.55662981731,1725.26577704188,1774.61496395369,1701.84479360131,2049.71048416903,2617.52180584388,2231.14878682669,1309.98496938888,1682.05238193114,1399.98075232103,1734.63738697177,1527.25190111044,1435.98159599097,1457.74267972131,1566.34501064506,2001.93613544573,1690.80194691093,1736.5414790713,1605.46322849348
"gene-LOC124188306",448.787197103777,506.354842419342,495.384550979257,519.391742006394,540.272785918349,381.579111984086,407.17865436924,437.827329467445,363.68573673032,435.845732857914,407.537536808443,485.708488831779,448.508412502989,420.423456423294,391.651044141684,407.684526301102,440.922799780333,513.273540033291,364.088487099031,412.825837536055,425.461198400327,361.894788715043,452.937942578628,427.618387147519,233.809506352368,281.004028386372,256.635719579414,293.148445944165,263.632768644064,261.23980055346,371.609600440766,443.774711753809,432.689383856299,458.522561874151,417.912074933452,345.135814821063
"gene-LOC124188307",46.8462627456969,47.2478990285654,34.8862359844547,43.5618880392459,62.2062482720487,34.404674031352,44.9790374012533,38.0719416928213,43.6422884076384,25.2810749917584,41.62085482299,44.5745132155746,26.7322894869331,41.9190543061349,22.9768612563121,19.6211804102135,26.8128729596149,48.0554907999297,37.7685152592355,25.0197477294579,21.5423391595103,27.7196008377479,32.8215900419296,25.4798520839196,8.96133996472491,19.8589419354326,13.983356515545,24.2532886932223,9.09078512565738,17.5834481141752,33.0000803480217,48.3866508142782,32.9003448554329,24.132766414429,45.4252255362448,31.0234440288596
"gene-LOC124188308",1119.62567962216,1178.52306633516,1158.2230346839,1335.89789987021,1360.47368906092,1218.23823047378,1053.45640229251,1068.3938637548,945.582915498831,1162.92944962088,1099.48424824065,1185.06723066235,981.669075047932,1041.81179084365,906.541616839951,1120.58741453886,1014.91689498987,1282.16139283217,1003.1317652853,979.344411124495,1063.26831137297,1085.68436614513,1398.1997357862,1236.32673589801,599.595110367048,766.555158707699,750.165949539824,956.423167163156,804.534483620678,813.025148517338,891.002169396586,872.342190394559,1098.67212214203,930.619804856418,983.780598756387,909.374703095946
"gene-LOC124188309",2427.57333548202,2544.2547891986,2750.77970737425,3135.33896733752,3472.03022762879,2606.93598228472,2541.31561317081,2431.84527562896,2191.81270669473,3117.66216798364,2694.9503497886,2679.08194947402,2377.68863714333,2320.34294718076,2033.45222118362,2773.12683131017,2622.69620319788,3135.87638900818,2299.34720898226,2351.85628656904,2260.40687323718,2665.70161389676,3126.25645149379,3085.27774146591,1195.11688438649,2058.37933160759,1702.67929336342,2144.83431313105,2003.38177206674,1807.74592754782,2433.39722914108,2491.22127906655,2943.08539434054,2621.42175176735,2741.08789521569,2578.82378489895
"gene-LOC124188310",36.5400849416436,22.286744824795,10.4658707953364,30.1582301810164,21.8873836512764,25.0215811137106,17.7548831847052,11.8974817790067,9.69828631280853,14.1574019953847,20.810427411495,19.9816783380162,23.7620350994961,17.260787067232,12.5328334125339,28.341705036975,16.8821792708686,29.6512602808077,13.5966654933248,23.2326228916395,19.2342313924199,21.5596895404706,22.9751130293507,16.6172948373388,11.4053417732862,12.9083122580312,10.6931549824756,17.9263438167295,19.3179183920219,11.7222987427835,4.3043583062637,5.52990295020322,8.97282132420897,7.54148950450906,6.48931793374926,1.93896525180372
"gene-LOC124188311",447.850271848863,358.370856782703,434.333638006461,447.905566762503,449.267348631462,461.335401784039,424.933537553945,425.929847688438,475.216029327618,498.542798837475,457.82940305289,453.430393054983,380.192561591938,417.957629699403,394.784252494817,414.224919771173,382.33170701673,377.286725642001,365.5992277094,437.845585265513,450.081014582625,483.55303683627,479.195214612172,464.176435789665,220.774830040041,294.905287741174,249.232766130007,281.549047003928,254.541983518407,286.359012145139,307.044225846811,287.554953410568,307.069885317374,330.317240297497,290.721443431967,329.624092806633
"gene-LOC124188312",909.754422521435,637.400901989137,683.770225295312,1052.18714187102,1004.51571283753,653.688806595689,932.723196636515,966.07552045534,1083.78349545635,861.579035719125,752.643791382402,883.805003412256,879.195298681356,549.879359427534,981.738617315154,1002.86033207758,1150.96739852569,1626.72948644017,645.086240627743,573.667072939713,654.733236597972,826.96809165948,791.000320010503,971.557838156411,888.801991046807,840.0332438688,810.212127518341,1023.91057917908,772.716735680877,1023.18921883438,1123.43751793483,1101.83316282799,1223.29464053382,1190.04704381153,1639.20171006506,1337.88602374457
"gene-LOC124188313",17.8015798433648,8.91469792991799,26.164676988341,10.0527433936721,13.8236107271219,9.38309291764147,4.7346355159214,11.8974817790067,7.2737147346064,12.134915996044,15.6078205586212,4.6111565395422,17.8215263246221,13.5620469813966,13.5772361969117,21.8013115669039,5.95841621324774,9.202115259561,13.5966654933248,12.5098738647289,14.6180158582391,12.3198225945546,3.28215900419296,15.5094751815162,48.8800361712268,40.7108309676369,41.9500695466349,68.5419028286716,61.3627995981873,44.377273811966,4.3043583062637,1.38247573755081,9.9698014713433,13.5746811081163,10.3829086939988,21.3286177698409
"gene-LOC124188314",4801.74193143394,4363.74463669486,4868.37423163065,4173.00547986212,4947.70067274906,4907.35759592649,4881.40921691496,5013.5988216734,4764.28315116719,4906.55103440046,4143.00925717179,3967.13167618614,5177.15339730271,4509.99707799533,5390.16277017395,4606.61713408679,4459.87453561594,5041.73670498836,4651.57033932745,4294.46098527767,5187.85689116349,4379.69693236417,4686.92305798754,4802.39820799092,2971.09153194107,4177.32843611825,3936.72613431754,4477.36799093138,3997.67275900783,4343.94899125433,5305.83900552106,5564.46484364199,5657.86233498732,5841.63777019272,5822.21605015983,6039.8767593686
"gene-LOC124188315",2.81077576474182,1.7829395859836,1.74431179922273,2.23394297637159,0,1.56384881960691,1.18365887898035,9.51798542320532,0,0,6.936809137165,0,0,2.46582672389029,5.22201392188912,2.18013115669039,1.98613873774925,2.04491450212467,0,1.78712483781842,4.61621553418077,0,1.64107950209648,3.32345896746777,32.5866907808178,40.7108309676369,42.7726199299023,29.5257427569662,36.3631405026295,34.3295891752944,0,0,0.99698014713433,0,0,0
"gene-LOC124188316",3.74770101965575,2.6744093789754,5.2329353976682,11.1697148818579,5.75983780296747,9.38309291764147,16.5712243057249,14.276978134808,29.0948589384256,10.1124299967033,10.4052137057475,6.14820871938961,10.3958903560295,7.39748017167086,11.4884306281561,2.18013115669039,4.96534684437312,7.15720075743633,12.0859248829554,17.8712483781842,18.4648621367231,6.15991129727732,9.84647701257887,9.9703769024033,12.2200090428067,11.9153651612596,18.9186588151491,16.8718530039807,9.09078512565738,15.9088340080633,15.7826471229669,6.91237868775403,7.97584117707464,10.5580853063127,11.6807722807487,11.6337915108223
"gene-LOC124188317",856.34968299134,617.788566543317,657.605548306971,1144.89577539044,1065.56999354898,752.211282230924,673.501902139819,799.510775549247,834.052622901533,925.287344698356,926.064019811527,690.136428751483,818.305083738897,613.990854248681,1220.90685493768,1009.40072554765,1008.95847877662,1370.09271642353,737.241417860278,571.879948101895,711.666561519535,794.628557348774,625.251290298758,1014.76280473349,539.309732422535,565.97984515983,517.384191075164,706.508844541692,576.128507338536,635.516053269475,936.915324663399,960.82063759781,1160.48489126436,1052.79193482946,1186.24731828936,1109.08812403173
"gene-LOC124188318",272.645249179956,148.875455429631,225.016222099733,389.823049376842,347.894203299235,229.885776482216,274.608859923441,383.098913284014,366.110308308522,308.429114899452,364.182479701162,332.003270847039,262.867513288176,202.197791359003,360.318960610349,270.336263429608,285.010908867017,389.556212654749,297.615900242776,176.925358944024,202.344114248257,240.236540593815,228.110050791411,290.248749825518,151.528112130803,161.850376773776,192.47678968456,284.712519442174,260.223724221942,283.009783932915,429.001044524282,439.627284541156,197.402069132597,340.875325603809,302.402215712715,226.858934461036
"gene-LOC124188319",957.537610522045,1033.2134900775,1111.12661610488,1177.28794854783,1186.5265874113,1150.99273123069,1054.64006117149,999.388469436559,892.242340778384,1047.64774765847,1023.17934773184,1117.43693474906,536.130916932381,483.302037882496,427.16073881053,584.275149993024,626.626771759888,586.890462109779,904.933625611283,961.473162746311,960.942200365297,974.805962794136,1156.96104897802,1052.42867303146,770.675236966342,844.005032255886,782.245414487251,1036.56446893206,1028.39506733999,958.716575749076,1024.43727689076,1031.3269002129,1231.2704817109,1177.98066060431,1039.58873298663,1047.04123597401
"gene-LOC124188320",1187.08429797596,1519.06452725803,1313.46678481472,1547.00551113732,1482.58225048383,1146.30118477187,1074.76226211416,1058.87587833159,994.074347062874,1132.59215963077,1097.75004595636,1297.27203979121,1140.57768477581,1189.76139427706,946.228922646308,1223.05357890331,1223.46146245354,1449.84438200639,989.535099791971,1018.6611575565,1081.73317350969,1033.32512011827,1227.52746756817,1148.80898308803,920.574014558104,921.454905804074,866.968103963788,859.410012390267,953.396090053317,765.298646493149,763.306206310763,818.425636630077,1025.89257140123,1039.21725372135,892.930147683898,868.656432808068
"gene-LOC124188321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124188322",447.850271848863,435.92872877299,427.35639080957,346.261161337596,382.45323011704,347.174437952734,648.645065681231,671.017972335975,603.718322972331,459.104321850332,487.310841885841,531.820054227201,403.954596691434,270.008026265986,441.782377791819,503.610297195479,435.95745293596,384.443926399437,460.775886162674,391.380339482234,363.142288688887,432.733768633732,459.502260587014,466.39207510131,219.96016277052,240.293197418735,203.169944667036,254.132285872459,294.314168443158,375.950866822127,691.566901206368,649.763596648879,809.547879473076,761.690439955415,798.186105851158,837.632988779208
"gene-LOC124188323",104.935628550361,114.10813350295,136.056320339373,192.119095967956,187.770712376739,117.288661470518,203.58932718462,278.401073628756,235.183443085607,305.395385900441,251.459331222231,344.299688285818,200.492171151998,209.595271530674,214.102570797454,261.615738802846,235.357440423286,284.243115795329,197.907019958394,162.628360241476,140.025204536817,227.916717999261,177.23658622642,230.426488411099,114.868085002383,126.104281289997,193.299340067828,206.680199298764,162.497784121126,151.552576603129,147.782968515054,199.076506207316,141.571180893075,159.879577495592,132.382085848485,108.582054101008
"gene-LOC124188324",433.796393025154,403.835816225285,383.748595829002,618.802204454929,521.841304948853,656.816504234903,415.464266522102,421.170854976836,383.082309355937,568.318565814728,601.768192649063,533.357106407048,335.638745780382,319.324560743792,438.649169438686,599.536068089856,500.506961912811,478.509993497172,400.346261747897,371.721966266232,373.144089012945,612.911174079093,595.711859261022,608.192991046601,386.152285752691,352.496219353929,398.936935884665,660.111248780745,590.90103316773,665.659107179489,245.348423457031,208.753836370172,165.498704424299,298.642984378559,282.934261911468,219.103073453821
"gene-LOC124188325",760.783306990118,713.17583439344,647.139677511635,765.125469407268,741.86710902221,684.965782987827,705.460691872288,654.361497845366,642.511468223565,617.869472798575,667.667879452131,633.265498097129,726.227197728349,650.978255107035,655.884948589273,662.759871633878,715.009945589729,772.977681803124,587.678097433705,655.874815479361,655.502605853669,591.351484538623,612.122654281987,622.594646572295,385.337618483171,441.861458063376,389.066331285457,430.232251601508,410.221678795289,413.629684209645,421.827114013843,457.599469129317,640.06125446024,493.213413594892,493.188162964943,537.093374749631
"gene-LOC124188326",189.258901492616,172.053670047417,170.942556323828,177.598466621541,165.883328725463,179.842614254795,188.201761757875,197.49819753151,198.814869412575,174.945038942968,161.280812439086,204.427939919704,139.60195620954,140.552123261746,149.349598166029,191.851541788754,172.794070184185,169.727903676347,155.60628286805,162.628360241476,176.954928810263,177.097449796723,182.159824732709,163.957309061743,134.420099470874,132.061963870627,140.656115538717,134.974824031846,140.907169447689,149.877962497017,132.000321392087,154.83728260569,151.540982364418,135.746811081163,160.935084756982,114.39894985642
"gene-LOC124188327",117.115656864242,172.945139840409,141.289255737042,128.451721141366,130.172334347065,147.00178904305,214.242257095443,204.636686598914,138.200579957522,228.540917925496,182.091239850581,199.816783380162,228.70958783265,163.977477138704,172.326459422341,148.248918654946,231.385162947787,181.997390689095,200.928501179133,189.435232808753,224.655822663464,200.197117161513,177.23658622642,179.466784243259,98.574739611974,112.203021935194,110.221751357825,71.705375266918,112.49846593001,77.8695559342044,119.087246473296,96.7733016285564,216.34469192815,138.763406882967,111.616268460487,114.39894985642
"gene-LOC124188328",359.779297886952,314.688836926105,315.720435659315,462.426196108918,376.693392314072,359.68522850959,313.669602929792,342.647475235392,324.892591479086,337.755161889892,383.258704828366,330.466218667191,246.531114157272,294.666293504889,278.855543428879,366.262034323985,355.518834057115,359.904952373941,258.336644373171,278.791474699674,280.81977832933,380.374522606874,467.707658097497,422.079288868406,390.225622100294,589.810575482349,540.41560180665,1196.84707246988,914.760253269274,1226.65483272698,216.652701415273,204.606409157519,214.350731633881,262.443834756915,271.253489630719,232.675830216447
"gene-LOC124188329",92.7556002364799,84.6896303342209,80.2383427642458,91.591662031235,84.093631923325,92.2670803568077,94.6927103184279,59.4874088950333,60.6142894550533,90.0006269706598,83.2417096459799,95.2972351505389,65.3455965236143,73.9748017167086,64.752972631425,91.5655085809962,65.5425783457252,99.1783533530463,83.0907335703182,64.3364941614632,67.7044945013179,76.9988912159665,67.2842595859556,74.2239169401135,101.833408690056,76.4569264514156,73.2069841107943,84.3592650199035,90.9078512565738,89.5918546769879,74.6088773085708,67.7413111399895,96.70707427203,82.9563845495996,73.9782244447415,85.3144710793638
"gene-LOC124188330",246.411342042366,119.456952260901,134.312008540151,320.570817109322,287.991890148373,209.555741827326,185.834443999915,202.257190243113,220.636013616394,254.833235916924,227.180499242154,175.223948502604,209.402934314309,107.263462489227,359.274557825971,218.013115669039,304.87229624451,354.79266611863,173.735170192483,110.801739944742,145.410789326694,147.837871134656,86.9772136111134,212.701373917937,394.298958447896,358.453901934559,367.680021320506,465.030448422218,265.905464925478,458.006958021611,431.870616728458,428.56747864075,456.616907387523,523.379371612929,571.059978169935,668.943011872284
"gene-LOC124188331",224.862061179345,297.750910859261,214.550351304396,264.722242700033,244.217122845821,204.864195368505,226.078845885247,195.118701175709,189.116583099766,220.450973928133,223.712094673571,242.854244415889,221.283951864057,226.856058597906,176.504070559852,252.895214176085,207.551498094796,237.210082246461,152.584801647312,178.712483781842,203.882852759651,178.637427621042,165.749029711744,192.760620113131,296.538886105442,358.453901934559,255.813169196146,302.638863258904,344.313486634273,301.430539100146,149.217754617142,171.4269914563,236.284294870836,203.620216621745,185.594492905229,166.75101165512
"gene-LOC124188332",145.223414511661,106.976375159016,111.635955150255,83.7728616139345,120.956593862317,170.459521337153,172.814196331131,164.185248550292,196.390297834373,156.742664948902,140.470385027591,133.723539646724,126.235811466073,145.483776709527,167.104445500452,111.18668899121,163.856445864313,111.447840365794,194.885538737655,225.177729565121,230.041407453342,247.936429715412,141.132837180297,208.270095294647,180.041466564019,192.631736773696,229.491556931591,244.64186855772,184.088398794562,197.604464521207,397.435750278349,421.655099952996,340.967210319941,455.505966072347,428.294983627451,372.281328346315
